reg,dep,com,insee,name,pop,half
Provence-Alpes-Côte d'Azur,06,079,06079,Mandelieu-la-Napoule,22 360,oui
Grand Est,52,121,52121,Chaumont,22 333,oui
Guadeloupe,971,117,971117,Le Moule,22 329,oui
Occitanie,12,145,12145,Millau,22 234,oui
Île-de-France,77,122,77122,Combs-la-Ville,22 154,oui
Nouvelle-Aquitaine,33,249,33249,Lormont,22 131,oui
Hauts-de-France,62,178,62178,Bruay-la-Buissière,22 119,oui
Bretagne,56,098,56098,Lanester,22 095,oui
Île-de-France,95,197,95197,Deuil-la-Barre,22 085,oui
Auvergne-Rhône-Alpes,69,202,69202,Sainte-Foy-lès-Lyon,21 978,oui
Occitanie,32,013,32013,Auch,21 943,oui
Bourgogne-Franche-Comté,71,153,71153,Le Creusot,21 887,oui
Auvergne-Rhône-Alpes,69,244,69244,Tassin-la-Demi-Lune,21 793,oui
Provence-Alpes-Côte d'Azur,04,112,04112,Manosque,21 754,oui
Île-de-France,91,345,91345,Longjumeau,21 724,oui
Île-de-France,77,152,77152,Dammarie-les-Lys,21 712,oui
Hauts-de-France,59,295,59295,Hazebrouck,21 709,oui
Bourgogne-Franche-Comté,21,054,21054,Beaune,21 661,oui
Centre-Val de Loire,45,232,45232,Olivet,21 639,oui
Grand Est,57,227,57227,Forbach,21 639,oui
Hauts-de-France,59,368,59368,La Madeleine,21 533,oui
Île-de-France,94,003,94003,Arcueil,21 516,oui
Pays de la Loire,49,092,49092,Chemillé-en-Anjou,21 492,oui
Île-de-France,77,243,77243,Lagny-sur-Marne,21 488,oui
Hauts-de-France,59,360,59360,Loos,21 442,oui
Grand Est,57,480,57480,Montigny-lès-Metz,21 430,oui
Île-de-France,91,434,91434,Morsang-sur-Orge,21 423,oui
Provence-Alpes-Côte d'Azur,13,071,13071,Les Pennes-Mirabeau,21 387,oui
Hauts-de-France,59,155,59155,Coudekerque-Branche,21 360,oui
Auvergne-Rhône-Alpes,69,204,69204,Saint-Genis-Laval,21 342,oui
Provence-Alpes-Côte d'Azur,13,002,13002,Allauch,21 332,oui
Île-de-France,95,428,95428,Montmorency,21 258,oui
Hauts-de-France,59,163,59163,Croix,21 239,oui
Grand Est,57,631,57631,Sarreguemines,21 236,oui
Île-de-France,93,049,93049,Neuilly-Plaisance,21 165,oui
Île-de-France,78,640,78640,Vélizy-Villacoublay,21 090,oui
Centre-Val de Loire,45,147,45147,Fleury-les-Aubrais,21 089,oui
Île-de-France,91,272,91272,Gif-sur-Yvette,21 069,oui
Île-de-France,78,005,78005,Achères,21 053,oui
Île-de-France,78,126,78126,La Celle-Saint-Cloud,21 037,oui
Hauts-de-France,59,410,59410,Mons-en-Baroeul,20 993,oui
Hauts-de-France,59,646,59646,Wasquehal,20 963,oui
Île-de-France,95,555,95555,Saint-Gratien,20 827,oui
Nouvelle-Aquitaine,33,199,33199,Gujan-Mestras,20 817,oui
Île-de-France,75,102,75102,Paris 2e Arrondissement,20 796,oui
Île-de-France,95,424,95424,Montigny-lès-Cormeilles,20 789,oui
Normandie,14,366,14366,Lisieux,20 771,oui
Île-de-France,77,285,77285,Le Mée-sur-Seine,20 756,oui
Île-de-France,94,077,94077,Villeneuve-le-Roi,20 732,oui
Nouvelle-Aquitaine,40,088,40088,Dax,20 683,oui
Hauts-de-France,59,279,59279,Halluin,20 662,oui
Pays de la Loire,44,047,44047,Couëron,20 573,oui
Auvergne-Rhône-Alpes,38,563,38563,Voiron,20 529,oui
Grand Est,68,297,68297,Saint-Louis,20 401,oui
Île-de-France,91,161,91161,Chilly-Mazarin,20 258,oui
Île-de-France,92,014,92014,Bourg-la-Reine,20 249,oui
Bretagne,35,115,35115,Fougères,20 235,oui
Île-de-France,91,570,91570,Saint-Michel-sur-Orge,20 160,oui
Île-de-France,77,350,77350,Ozoir-la-Ferrière,20 137,oui
Pays de la Loire,85,047,85047,Challans,20 133,oui
Centre-Val de Loire,45,284,45284,Saint-Jean-de-Braye,20 123,oui
Île-de-France,94,059,94059,Le Plessis-Trévise,20 102,oui
Grand Est,88,413,88413,Saint-Dié-des-Vosges,20 079,oui
Auvergne-Rhône-Alpes,26,058,26058,Bourg-lès-Valence,20 074,oui
Île-de-France,92,022,92022,Chaville,20 001,oui
Hauts-de-France,59,172,59172,Denain,19 920,oui
Martinique,972,229,972229,Schoelcher,19 915,oui
Guadeloupe,971,129,971129,Sainte-Rose,19 899,oui
Île-de-France,77,294,77294,Mitry-Mory,19 847,oui
Bretagne,22,113,22113,Lannion,19 827,oui
Île-de-France,78,362,78362,Mantes-la-Ville,19 778,oui
Auvergne-Rhône-Alpes,63,124,63124,Cournon-d'Auvergne,19 768,oui
Provence-Alpes-Côte d'Azur,13,041,13041,Gardanne,19 749,oui
Auvergne-Rhône-Alpes,03,190,03190,Moulins,19 697,oui
Provence-Alpes-Côte d'Azur,84,089,84089,Pertuis,19 645,oui
Occitanie,34,057,34057,Castelnau-le-Lez,19 504,oui
Provence-Alpes-Côte d'Azur,84,054,84054,L'Isle-sur-la-Sorgue,19 483,oui
Hauts-de-France,60,463,60463,Nogent-sur-Oise,19 414,oui
Pays de la Loire,44,026,44026,Carquefou,19 411,oui
Nouvelle-Aquitaine,79,049,79049,Bressuire,19 411,oui
Auvergne-Rhône-Alpes,69,091,69091,Givors,19 374,oui
Île-de-France,92,071,92071,Sceaux,19 355,oui
Occitanie,46,042,46042,Cahors,19 340,oui
Normandie,50,502,50502,Saint-Lô,19 301,oui
Grand Est,67,462,67462,Sélestat,19 252,oui
Normandie,76,451,76451,Mont-Saint-Aignan,19 209,oui
Bretagne,29,039,29039,Concarneau,19 182,oui
Île-de-France,94,021,94021,Chevilly-Larue,19 169,oui
Normandie,76,259,76259,Fécamp,19 167,oui
Pays de la Loire,44,035,44035,La Chapelle-sur-Erdre,19 159,oui
Grand Est,54,329,54329,Lunéville,19 020,oui
Hauts-de-France,59,299,59299,Hem,19 010,oui
Auvergne-Rhône-Alpes,63,300,63300,Riom,18 987,oui
Guadeloupe,971,107,971107,Capesterre-Belle-Eau,18 980,oui
Auvergne-Rhône-Alpes,73,011,73011,Albertville,18 969,oui
Hauts-de-France,59,507,59507,Ronchin,18 939,oui
Auvergne-Rhône-Alpes,43,157,43157,Le Puy-en-Velay,18 909,oui
Auvergne-Rhône-Alpes,38,553,38553,Villefontaine,18 891,oui
Île-de-France,77,305,77305,Montereau-Fault-Yonne,18 871,oui
Île-de-France,94,042,94042,Joinville-le-Pont,18 859,oui
Île-de-France,78,383,78383,Maurepas,18 840,oui
Pays de la Loire,44,020,44020,Bouguenais,18 815,oui
Bourgogne-Franche-Comté,71,306,71306,Montceau-les-Mines,18 772,oui
Nouvelle-Aquitaine,16,102,16102,Cognac,18 654,oui
Provence-Alpes-Côte d'Azur,06,085,06085,Mougins,18 476,oui
Normandie,27,375,27375,Louviers,18 410,oui
Provence-Alpes-Côte d'Azur,06,157,06157,Vence,18 393,oui
Nouvelle-Aquitaine,17,306,17306,Royan,18 393,oui
Pays de la Loire,49,244,49244,Mauges-sur-Loire,18 356,oui
Grand Est,67,267,67267,Lingolsheim,18 328,oui
Hauts-de-France,62,065,62065,Avion,18 245,oui
Île-de-France,94,019,94019,Chennevières-sur-Marne,18 226,oui
Île-de-France,78,545,78545,Saint-Cyr-l'École,18 221,oui
Provence-Alpes-Côte d'Azur,84,129,84129,Sorgues,18 210,oui
Occitanie,30,028,30028,Bagnols-sur-Cèze,18 203,oui
Nouvelle-Aquitaine,33,075,33075,Bruges,18 176,oui
Auvergne-Rhône-Alpes,69,199,69199,Saint-Fons,18 156,oui
Grand Est,55,545,55545,Verdun,18 139,oui
Île-de-France,95,598,95598,Soisy-sous-Montmorency,18 113,oui
Bretagne,35,047,35047,Bruz,17 978,oui
Nouvelle-Aquitaine,47,157,47157,Marmande,17 949,oui
Auvergne-Rhône-Alpes,69,081,69081,Écully,17 947,oui
Occitanie,31,424,31424,Plaisance-du-Touch,17 896,oui
Bretagne,56,162,56162,Ploemeur,17 847,oui
Bretagne,35,360,35360,Vitré,17 798,oui
Martinique,972,207,972207,Ducos,17 792,oui
Île-de-France,92,033,92033,Garches,17 762,oui
Centre-Val de Loire,41,194,41194,Romorantin-Lanthenay,17 748,oui
Île-de-France,93,061,93061,Le Pré-Saint-Gervais,17 680,oui
Normandie,14,762,14762,Vire Normandie,17 650,oui
Île-de-France,78,165,78165,Les Clayes-sous-Bois,17 645,oui
Île-de-France,77,296,77296,Moissy-Cramayel,17 630,oui
Pays de la Loire,49,331,49331,Segré-en-Anjou Bleu,17 603,oui
Occitanie,31,157,31157,Cugnaux,17 600,oui
Provence-Alpes-Côte d'Azur,84,092,84092,Le Pontet,17 563,oui
Auvergne-Rhône-Alpes,63,075,63075,Chamalières,17 561,oui
Martinique,972,210,972210,Le François,17 540,oui
Auvergne-Rhône-Alpes,74,081,74081,Cluses,17 538,oui
Bourgogne-Franche-Comté,39,300,39300,Lons-le-Saunier,17 459,oui
Bretagne,35,051,35051,Cesson-Sévigné,17 414,oui
Guadeloupe,971,116,971116,Morne-à-l'Eau,17 407,oui
Hauts-de-France,59,220,59220,Faches-Thumesnil,17 381,oui
Provence-Alpes-Côte d'Azur,83,047,83047,La Crau,17 292,oui
Auvergne-Rhône-Alpes,38,229,38229,Meylan,17 289,oui
Grand Est,08,409,08409,Sedan,17 248,oui
Occitanie,34,154,34154,Mauguio,17 219,oui
Grand Est,67,043,67043,Bischheim,17 188,oui
Île-de-France,95,476,95476,Osny,17 183,oui
Bourgogne-Franche-Comté,25,462,25462,Pontarlier,17 140,oui
Provence-Alpes-Côte d'Azur,83,023,83023,Brignoles,17 093,oui
Provence-Alpes-Côte d'Azur,13,077,13077,Port-de-Bouc,17 090,oui
Hauts-de-France,62,215,62215,Carvin,17 031,oui
Île-de-France,94,037,94037,Gentilly,16 967,oui
Nouvelle-Aquitaine,33,167,33167,Floirac,16 947,oui
Île-de-France,94,011,94011,Bonneuil-sur-Marne,16 903,oui
Auvergne-Rhône-Alpes,42,095,42095,Firminy,16 839,oui
Centre-Val de Loire,41,269,41269,Vendôme,16 716,oui
Auvergne-Rhône-Alpes,07,010,07010,Annonay,16 698,oui
Martinique,972,228,972228,Sainte-Marie,16 658,oui
Île-de-France,77,053,77053,Brie-Comte-Robert,16 635,oui
Île-de-France,94,015,94015,Bry-sur-Marne,16 594,oui
Île-de-France,95,218,95218,Éragny,16 585,oui
Nouvelle-Aquitaine,33,122,33122,Cestas,16 573,oui
Île-de-France,75,101,75101,Paris 1er Arrondissement,16 545,oui
Hauts-de-France,59,526,59526,Saint-Amand-les-Eaux,16 534,oui
Île-de-France,91,471,91471,Orsay,16 530,oui
Normandie,76,231,76231,Elbeuf,16 515,oui
Martinique,972,224,972224,Saint-Joseph,16 494,oui
Île-de-France,78,372,78372,Marly-le-Roi,16 431,oui
Provence-Alpes-Côte d'Azur,13,216,13216,Marseille 16e Arrondissement,16 392,oui
Centre-Val de Loire,45,285,45285,Saint-Jean-de-la-Ruelle,16 365,oui
Île-de-France,91,326,91326,Juvisy-sur-Orge,16 365,oui
Île-de-France,78,335,78335,Limay,16 356,oui
Guadeloupe,971,120,971120,Pointe-à-Pitre,16 343,oui
Nouvelle-Aquitaine,64,260,64260,Hendaye,16 328,oui
Occitanie,34,129,34129,Lattes,16 298,oui
Pays de la Loire,44,069,44069,Guérande,16 294,oui
Auvergne-Rhône-Alpes,38,193,38193,L'Isle-d'Abeau,16 282,oui
Centre-Val de Loire,45,302,45302,Saran,16 259,oui
Provence-Alpes-Côte d'Azur,04,070,04070,Digne-les-Bains,16 246,oui
Pays de la Loire,49,069,49069,Orée d'Anjou,16 244,oui
Île-de-France,93,013,93013,Le Bourget,16 239,oui
Île-de-France,95,637,95637,Vauréal,16 221,oui
Provence-Alpes-Côte d'Azur,83,123,83123,Sanary-sur-Mer,16 168,oui
Guadeloupe,971,115,971115,Lamentin,16 139,oui
Île-de-France,78,481,78481,Le Pecq,16 131,oui
Centre-Val de Loire,28,218,28218,Lucé,16 107,oui
Occitanie,30,032,30032,Beaucaire,16 094,oui
Grand Est,57,757,57757,Yutz,16 064,oui
Auvergne-Rhône-Alpes,74,256,74256,Sallanches,16 050,oui
Provence-Alpes-Côte d'Azur,83,116,83116,Saint-Maximin-la-Sainte-Baume,16 037,oui
Grand Est,54,528,54528,Toul,16 021,oui
Normandie,76,447,76447,Montivilliers,16 016,oui
Pays de la Loire,49,218,49218,Montrevault-sur-Èvre,16 001,oui
Pays de la Loire,85,109,85109,Les Herbiers,15 992,oui
Île-de-France,95,323,95323,Jouy-le-Moutier,15 971,oui
Île-de-France,78,123,78123,Carrières-sous-Poissy,15 956,oui
Île-de-France,94,004,94004,Boissy-Saint-Léger,15 922,oui
Centre-Val de Loire,37,214,37214,Saint-Cyr-sur-Loire,15 911,oui
Île-de-France,78,650,78650,Le Vésinet,15 884,oui
Nouvelle-Aquitaine,33,003,33003,Ambarès-et-Lagrave,15 881,oui
Provence-Alpes-Côte d'Azur,13,039,13039,Fos-sur-Mer,15 831,oui
Occitanie,31,044,31044,Balma,15 807,oui
Grand Est,57,606,57606,Saint-Avold,15 748,oui
Bretagne,29,103,29103,Landerneau,15 746,oui
Centre-Val de Loire,37,233,37233,Saint-Pierre-des-Corps,15 745,oui
Auvergne-Rhône-Alpes,38,382,38382,Saint-Égrève,15 738,oui
Île-de-France,78,686,78686,Viroflay,15 738,oui
Pays de la Loire,49,307,49307,Loire-Authion,15 697,oui
Grand Est,57,306,57306,Hayange,15 658,oui
Île-de-France,77,337,77337,Noisiel,15 627,oui
Provence-Alpes-Côte d'Azur,13,027,13027,Châteaurenard,15 624,oui
Pays de la Loire,44,055,44055,La Baule-Escoublac,15 611,oui
Hauts-de-France,59,569,59569,Sin-le-Noble,15 593,oui
Île-de-France,91,645,91645,Verrières-le-Buisson,15 592,oui
Grand Est,55,029,55029,Bar-le-Duc,15 548,oui
Auvergne-Rhône-Alpes,42,147,42147,Montbrison,15 526,oui
Bretagne,56,083,56083,Hennebont,15 489,oui
Nouvelle-Aquitaine,33,056,33056,Blanquefort,15 425,oui
Occitanie,81,099,81099,Gaillac,15 423,oui
Île-de-France,95,563,95563,Saint-Leu-la-Forêt,15 419,oui
Île-de-France,78,642,78642,Verneuil-sur-Seine,15 366,oui
Île-de-France,95,199,95199,Domont,15 343,oui
Occitanie,09,225,09225,Pamiers,15 317,oui
Île-de-France,78,124,78124,Carrières-sur-Seine,15 197,oui
Pays de la Loire,72,154,72154,La Flèche,15 185,oui
Auvergne-Rhône-Alpes,42,186,42186,Rive-de-Gier,15 182,oui
Pays de la Loire,44,172,44172,Sainte-Luce-sur-Loire,15 172,oui
Île-de-France,78,418,78418,Montesson,15 145,oui
Île-de-France,77,131,77131,Coulommiers,15 116,oui
Bourgogne-Franche-Comté,70,550,70550,Vesoul,15 058,oui
Provence-Alpes-Côte d'Azur,13,026,13026,Châteauneuf-les-Martigues,15 057,oui
Provence-Alpes-Côte d'Azur,13,108,13108,Tarascon,15 056,oui
Hauts-de-France,60,176,60176,Crépy-en-Valois,15 049,oui
Île-de-France,77,186,77186,Fontainebleau,14 974,oui
Centre-Val de Loire,37,208,37208,Saint-Avertin,14 954,oui
Auvergne-Rhône-Alpes,42,279,42279,Saint-Just-Saint-Rambert,14 935,oui
Hauts-de-France,59,139,59139,Caudry,14 935,oui
Auvergne-Rhône-Alpes,74,225,74225,Rumilly,14 931,oui
Pays de la Loire,44,131,44131,Pornic,14 902,oui
Grand Est,54,431,54431,Pont-à-Mousson,14 901,oui
Pays de la Loire,85,166,85166,Olonne-sur-Mer,14 875,oui
Normandie,61,169,61169,Flers,14 852,oui
Normandie,76,157,76157,Canteleu,14 848,oui
Bretagne,29,151,29151,Morlaix,14 830,oui
Île-de-France,95,539,95539,Saint-Brice-sous-Forêt,14 808,oui
Hauts-de-France,59,286,59286,Haubourdin,14 804,oui
Hauts-de-France,60,612,60612,Senlis,14 777,oui
Hauts-de-France,60,395,60395,Méru,14 703,oui
Hauts-de-France,59,291,59291,Hautmont,14 685,oui
Grand Est,68,154,68154,Illzach,14 626,oui
Hauts-de-France,02,168,02168,Château-Thierry,14 602,oui
Île-de-France,94,069,94069,Saint-Maurice,14 574,oui
Auvergne-Rhône-Alpes,63,178,63178,Issoire,14 564,oui
Centre-Val de Loire,45,155,45155,Gien,14 559,oui
Grand Est,68,376,68376,Wittenheim,14 512,oui
Hauts-de-France,62,108,62108,Berck,14 509,oui
Grand Est,54,578,54578,Villers-lès-Nancy,14 503,oui
Grand Est,10,323,10323,Romilly-sur-Seine,14 493,oui
Grand Est,54,323,54323,Longwy,14 437,oui
Bretagne,29,075,29075,Guipavas,14 418,oui
Île-de-France,93,062,93062,Le Raincy,14 411,oui
Île-de-France,94,074,94074,Valenton,14 393,oui
Nouvelle-Aquitaine,19,272,19272,Tulle,14 390,oui
Auvergne-Rhône-Alpes,69,089,69089,Francheville,14 361,oui
Provence-Alpes-Côte d'Azur,13,015,13015,Bouc-Bel-Air,14 351,oui
Hauts-de-France,62,765,62765,Saint-Omer,14 343,oui
Hauts-de-France,59,043,59043,Bailleul,14 337,oui
Nouvelle-Aquitaine,40,046,40046,Biscarrosse,14 336,oui
La Réunion,974,404,974404,L'Étang-Salé,14 330,oui
Grand Est,54,304,54304,Laxou,14 301,oui
Île-de-France,78,073,78073,Bois-d'Arcy,14 299,oui
Hauts-de-France,59,648,59648,Wattignies,14 295,oui
Provence-Alpes-Côte d'Azur,83,115,83115,Sainte-Maxime,14 289,oui
Provence-Alpes-Côte d'Azur,06,161,06161,Villeneuve-Loubet,14 266,oui
Centre-Val de Loire,45,208,45208,Montargis,14 254,oui
Bretagne,29,046,29046,Douarnenez,14 208,oui
Île-de-France,95,019,95019,Arnouville,14 178,oui
Île-de-France,77,407,77407,Saint-Fargeau-Ponthierry,14 172,oui
Pays de la Loire,49,353,49353,Trélazé,14 145,oui
Nouvelle-Aquitaine,64,483,64483,Saint-Jean-de-Luz,14 133,oui
Auvergne-Rhône-Alpes,01,004,01004,Ambérieu-en-Bugey,14 127,oui
Bourgogne-Franche-Comté,25,031,25031,Audincourt,14 121,oui
Bretagne,56,178,56178,Pontivy,14 117,oui
Auvergne-Rhône-Alpes,74,243,74243,Saint-Julien-en-Genevois,14 085,oui
Bretagne,22,187,22187,Plérin,14 032,oui
Île-de-France,77,258,77258,Lognes,14 021,oui
Grand Est,68,278,68278,Rixheim,13 990,oui
Bourgogne-Franche-Comté,21,166,21166,Chenôve,13 962,oui
Île-de-France,91,386,91386,Mennecy,13 959,oui
Occitanie,65,286,65286,Lourdes,13 946,oui
Pays de la Loire,85,194,85194,Les Sables-d'Olonne,13 940,oui
Île-de-France,77,014,77014,Avon,13 933,oui
Hauts-de-France,62,643,62643,Outreau,13 898,oui
Occitanie,82,033,82033,Castelsarrasin,13 886,oui
Hauts-de-France,60,471,60471,Noyon,13 883,oui
Guadeloupe,971,125,971125,Saint-François,13 841,oui
Pays de la Loire,85,060,85060,Château-d'Olonne,13 834,oui
Occitanie,31,446,31446,Ramonville-Saint-Agne,13 829,oui
Grand Est,57,206,57206,Fameck,13 814,oui
Normandie,61,006,61006,Argentan,13 769,oui
Bretagne,56,007,56007,Auray,13 746,oui
Hauts-de-France,02,738,02738,Tergnier,13 734,oui
Provence-Alpes-Côte d'Azur,13,097,13097,Saint-Martin-de-Crau,13 673,oui
Hauts-de-France,59,508,59508,Roncq,13 657,oui
Normandie,14,047,14047,Bayeux,13 656,oui
Pays de la Loire,85,092,85092,Fontenay-le-Comte,13 640,oui
Bourgogne-Franche-Comté,71,014,71014,Autun,13 635,oui
Provence-Alpes-Côte d'Azur,06,012,06012,Beausoleil,13 625,oui
Provence-Alpes-Côte d'Azur,84,019,84019,Bollène,13 617,oui
Grand Est,57,751,57751,Woippy,13 608,oui
Hauts-de-France,59,367,59367,Lys-lez-Lannoy,13 596,oui
Hauts-de-France,59,014,59014,Anzin,13 587,oui
Île-de-France,77,479,77479,Vaires-sur-Marne,13 579,oui
Pays de la Loire,49,015,49015,Avrillé,13 518,oui
Nouvelle-Aquitaine,23,096,23096,Guéret,13 492,oui
Pays de la Loire,44,154,44154,Saint-Brevin-les-Pins,13 492,oui
Provence-Alpes-Côte d'Azur,13,014,13014,Berre-l'Étang,13 477,oui
Occitanie,30,258,30258,Saint-Gilles,13 477,oui
Île-de-France,95,427,95427,Montmagny,13 466,oui
Bretagne,22,093,22093,Lamballe,13 465,oui
Bretagne,29,189,29189,Plougastel-Daoulas,13 436,oui
Île-de-France,78,242,78242,Fontenay-le-Fleury,13 374,oui
Provence-Alpes-Côte d'Azur,83,090,83090,Ollioules,13 365,oui
Hauts-de-France,60,414,60414,Montataire,13 360,oui
Île-de-France,77,333,77333,Nemours,13 358,oui
Île-de-France,91,182,91182,Courcouronnes,13 344,oui
Normandie,27,701,27701,Val-de-Reuil,13 269,oui
Grand Est,57,160,57160,Creutzwald,13 255,oui
Normandie,76,108,76108,Bois-Guillaume,13 255,oui
Île-de-France,77,251,77251,Lieusaint,13 242,oui
Provence-Alpes-Côte d'Azur,83,107,83107,Roquebrune-sur-Argens,13 195,oui
Provence-Alpes-Côte d'Azur,06,152,06152,Valbonne,13 183,oui
Normandie,50,218,50218,Granville,13 175,oui
Grand Est,68,166,68166,Kingersheim,13 143,oui
Nouvelle-Aquitaine,64,129,64129,Billère,13 134,oui
Hauts-de-France,59,421,59421,Mouvaux,13 128,oui
Centre-Val de Loire,37,003,37003,Amboise,13 119,oui
Auvergne-Rhône-Alpes,26,235,26235,Pierrelatte,13 105,oui
Auvergne-Rhône-Alpes,03,321,03321,Yzeure,13 087,oui
Grand Est,57,240,57240,Freyming-Merlebach,13 059,oui
Nouvelle-Aquitaine,40,279,40279,Saint-Paul-lès-Dax,13 040,oui
Île-de-France,91,432,91432,Morangis,13 026,oui
Pays de la Loire,53,147,53147,Mayenne,13 016,oui
Centre-Val de Loire,28,088,28088,Châteaudun,12 980,oui
Auvergne-Rhône-Alpes,69,283,69283,Mions,12 938,oui
Auvergne-Rhône-Alpes,03,095,03095,Cusset,12 918,oui
Occitanie,31,113,31113,Castanet-Tolosan,12 833,oui
Grand Est,51,649,51649,Vitry-le-François,12 805,oui
Centre-Val de Loire,45,068,45068,Châlette-sur-Loing,12 790,oui
Martinique,972,230,972230,La Trinité,12 771,oui
Auvergne-Rhône-Alpes,69,277,69277,Genas,12 741,oui
La Réunion,974,402,974402,Bras-Panon,12 735,oui
Nouvelle-Aquitaine,64,348,64348,Lons,12 718,oui
Hauts-de-France,59,574,59574,Somain,12 696,oui
Centre-Val de Loire,45,004,45004,Amilly,12 680,oui
Provence-Alpes-Côte d'Azur,06,104,06104,Roquebrune-Cap-Martin,12 679,oui
Provence-Alpes-Côte d'Azur,84,080,84080,Monteux,12 671,oui
Île-de-France,93,079,93079,Villetaneuse,12 658,oui
Auvergne-Rhône-Alpes,42,044,42044,Le Chambon-Feugerolles,12 656,oui
Hauts-de-France,59,560,59560,Seclin,12 645,oui
Hauts-de-France,59,491,59491,Raismes,12 642,oui
Auvergne-Rhône-Alpes,74,042,74042,Bonneville,12 619,oui
Île-de-France,91,215,91215,Épinay-sous-Sénart,12 611,oui
Hauts-de-France,60,509,60509,Pont-Sainte-Maxence,12 601,oui
Hauts-de-France,62,413,62413,Harnes,12 595,oui
Île-de-France,95,487,95487,Persan,12 590,oui
Bretagne,35,281,35281,Saint-Jacques-de-la-Lande,12 587,oui
Occitanie,82,112,82112,Moissac,12 581,oui
Grand Est,67,046,67046,Bischwiller,12 579,oui
Centre-Val de Loire,28,404,28404,Vernouillet,12 572,oui
Bretagne,29,212,29212,Plouzané,12 543,oui
Hauts-de-France,62,186,62186,Bully-les-Mines,12 512,oui
